;PolBez;Altersgr;GebLand;Geschl;GeimpftGenesen;Anz
14179;BEZIMST-315;ALT10IMST-7;INLAND;f;1;2997
14180;BEZIMST-315;ALT10IMST-7;INLAND;f;3;1101
14181;BEZIMST-315;ALT10IMST-7;INLAND;f;2;681
14182;BEZIMST-315;ALT10IMST-7;INLAND;f;0;868
14183;BEZIMST-315;ALT10IMST-7;AUSLAND;m;1;192
14184;BEZIMST-315;ALT10IMST-7;AUSLAND;m;3;59
14185;BEZIMST-315;ALT10IMST-7;AUSLAND;m;2;57
14186;BEZIMST-315;ALT10IMST-7;AUSLAND;m;0;103
14187;BEZIMST-315;ALT10IMST-7;AUSLAND;f;1;187
14188;BEZIMST-315;ALT10IMST-7;AUSLAND;f;3;49
14189;BEZIMST-315;ALT10IMST-7;AUSLAND;f;2;67
14190;BEZIMST-315;ALT10IMST-7;AUSLAND;f;0;94
14191;BEZIMST-315;ALT10IMST-8;INLAND;m;1;2526
14192;BEZIMST-315;ALT10IMST-8;INLAND;m;3;670
14193;BEZIMST-315;ALT10IMST-8;INLAND;m;2;201
14194;BEZIMST-315;ALT10IMST-8;INLAND;m;0;492
14195;BEZIMST-315;ALT10IMST-8;INLAND;f;1;2597
14196;BEZIMST-315;ALT10IMST-8;INLAND;f;3;686
14197;BEZIMST-315;ALT10IMST-8;INLAND;f;2;222
14198;BEZIMST-315;ALT10IMST-8;INLAND;f;0;534
14199;BEZIMST-315;ALT10IMST-8;AUSLAND;m;1;106
14200;BEZIMST-315;ALT10IMST-8;AUSLAND;m;3;12
14201;BEZIMST-315;ALT10IMST-8;AUSLAND;m;2;8
14202;BEZIMST-315;ALT10IMST-8;AUSLAND;m;0;47
14203;BEZIMST-315;ALT10IMST-8;AUSLAND;f;1;115
14204;BEZIMST-315;ALT10IMST-8;AUSLAND;f;3;17
14205;BEZIMST-315;ALT10IMST-8;AUSLAND;f;2;10
14206;BEZIMST-315;ALT10IMST-8;AUSLAND;f;0;52
14207;BEZIMST-315;ALT10IMST-9;INLAND;m;1;1595
14208;BEZIMST-315;ALT10IMST-9;INLAND;m;3;377
14209;BEZIMST-315;ALT10IMST-9;INLAND;m;2;65
14210;BEZIMST-315;ALT10IMST-9;INLAND;m;0;205
14211;BEZIMST-315;ALT10IMST-9;INLAND;f;1;1995
14212;BEZIMST-315;ALT10IMST-9;INLAND;f;3;403
14213;BEZIMST-315;ALT10IMST-9;INLAND;f;2;99
14214;BEZIMST-315;ALT10IMST-9;INLAND;f;0;323
14215;BEZIMST-315;ALT10IMST-9;AUSLAND;m;1;64
14216;BEZIMST-315;ALT10IMST-9;AUSLAND;m;3;6
14217;BEZIMST-315;ALT10IMST-9;AUSLAND;m;2;2
14218;BEZIMST-315;ALT10IMST-9;AUSLAND;m;0;18
14219;BEZIMST-315;ALT10IMST-9;AUSLAND;f;1;87
14220;BEZIMST-315;ALT10IMST-9;AUSLAND;f;3;11
14221;BEZIMST-315;ALT10IMST-9;AUSLAND;f;2;3
14222;BEZIMST-315;ALT10IMST-9;AUSLAND;f;0;24
14223;BEZIMST-315;ALT10IMST-10;INLAND;m;1;561
14224;BEZIMST-315;ALT10IMST-10;INLAND;m;3;111
14225;BEZIMST-315;ALT10IMST-10;INLAND;m;2;26
14226;BEZIMST-315;ALT10IMST-10;INLAND;m;0;83
14227;BEZIMST-315;ALT10IMST-10;INLAND;f;1;998
14228;BEZIMST-315;ALT10IMST-10;INLAND;f;3;232
14229;BEZIMST-315;ALT10IMST-10;INLAND;f;2;52
14230;BEZIMST-315;ALT10IMST-10;INLAND;f;0;245
14231;BEZIMST-315;ALT10IMST-10;AUSLAND;m;1;10
14232;BEZIMST-315;ALT10IMST-10;AUSLAND;m;3;1
14233;BEZIMST-315;ALT10IMST-10;AUSLAND;m;2;2
14234;BEZIMST-315;ALT10IMST-10;AUSLAND;m;0;1
14235;BEZIMST-315;ALT10IMST-10;AUSLAND;f;1;27
14236;BEZIMST-315;ALT10IMST-10;AUSLAND;f;3;3
14237;BEZIMST-315;ALT10IMST-10;AUSLAND;f;2;1
14238;BEZIMST-315;ALT10IMST-10;AUSLAND;f;0;14
14522;BEZIMST-316;ALT10IMST-1;INLAND;m;1;10
14523;BEZIMST-316;ALT10IMST-1;INLAND;m;3;4
14524;BEZIMST-316;ALT10IMST-1;INLAND;m;2;343
14525;BEZIMST-316;ALT10IMST-1;INLAND;m;0;1132
14526;BEZIMST-316;ALT10IMST-1;INLAND;f;1;12
14527;BEZIMST-316;ALT10IMST-1;INLAND;f;3;2
14528;BEZIMST-316;ALT10IMST-1;INLAND;f;2;334
14529;BEZIMST-316;ALT10IMST-1;INLAND;f;0;1067
14530;BEZIMST-316;ALT10IMST-1;AUSLAND;m;2;1
14531;BEZIMST-316;ALT10IMST-1;AUSLAND;m;0;8
14532;BEZIMST-316;ALT10IMST-1;AUSLAND;f;3;1
14533;BEZIMST-316;ALT10IMST-1;AUSLAND;f;0;8
14534;BEZIMST-316;ALT10IMST-2;INLAND;m;1;741
14535;BEZIMST-316;ALT10IMST-2;INLAND;m;3;655
14536;BEZIMST-316;ALT10IMST-2;INLAND;m;2;1211
14537;BEZIMST-316;ALT10IMST-2;INLAND;m;0;787
14538;BEZIMST-316;ALT10IMST-2;INLAND;f;1;745
14539;BEZIMST-316;ALT10IMST-2;INLAND;f;3;615
14540;BEZIMST-316;ALT10IMST-2;INLAND;f;2;1003
14541;BEZIMST-316;ALT10IMST-2;INLAND;f;0;837
14542;BEZIMST-316;ALT10IMST-2;AUSLAND;m;1;12
14543;BEZIMST-316;ALT10IMST-2;AUSLAND;m;3;13
14544;BEZIMST-316;ALT10IMST-2;AUSLAND;m;2;41
14545;BEZIMST-316;ALT10IMST-2;AUSLAND;m;0;52
14546;BEZIMST-316;ALT10IMST-2;AUSLAND;f;1;16
14547;BEZIMST-316;ALT10IMST-2;AUSLAND;f;3;17
14548;BEZIMST-316;ALT10IMST-2;AUSLAND;f;2;31
14549;BEZIMST-316;ALT10IMST-2;AUSLAND;f;0;60
14550;BEZIMST-316;ALT10IMST-3;INLAND;m;1;1419
14551;BEZIMST-316;ALT10IMST-3;INLAND;m;3;1012
14552;BEZIMST-316;ALT10IMST-3;INLAND;m;2;568
14553;BEZIMST-316;ALT10IMST-3;INLAND;m;0;293
14554;BEZIMST-316;ALT10IMST-3;INLAND;f;1;1201
14555;BEZIMST-316;ALT10IMST-3;INLAND;f;3;1111
14556;BEZIMST-316;ALT10IMST-3;INLAND;f;2;576
14557;BEZIMST-316;ALT10IMST-3;INLAND;f;0;210
14558;BEZIMST-316;ALT10IMST-3;AUSLAND;m;1;69
14559;BEZIMST-316;ALT10IMST-3;AUSLAND;m;3;33
14560;BEZIMST-316;ALT10IMST-3;AUSLAND;m;2;41
14561;BEZIMST-316;ALT10IMST-3;AUSLAND;m;0;38
14562;BEZIMST-316;ALT10IMST-3;AUSLAND;f;1;59
14563;BEZIMST-316;ALT10IMST-3;AUSLAND;f;3;36
14564;BEZIMST-316;ALT10IMST-3;AUSLAND;f;2;32
14565;BEZIMST-316;ALT10IMST-3;AUSLAND;f;0;40
14566;BEZIMST-316;ALT10IMST-4;INLAND;m;1;1714
14567;BEZIMST-316;ALT10IMST-4;INLAND;m;3;1057
14568;BEZIMST-316;ALT10IMST-4;INLAND;m;2;569
14569;BEZIMST-316;ALT10IMST-4;INLAND;m;0;451
14570;BEZIMST-316;ALT10IMST-4;INLAND;f;1;1482
14571;BEZIMST-316;ALT10IMST-4;INLAND;f;3;1155
14572;BEZIMST-316;ALT10IMST-4;INLAND;f;2;612
14573;BEZIMST-316;ALT10IMST-4;INLAND;f;0;364
14574;BEZIMST-316;ALT10IMST-4;AUSLAND;m;1;135
14575;BEZIMST-316;ALT10IMST-4;AUSLAND;m;3;45
14576;BEZIMST-316;ALT10IMST-4;AUSLAND;m;2;81
14577;BEZIMST-316;ALT10IMST-4;AUSLAND;m;0;113
14578;BEZIMST-316;ALT10IMST-4;AUSLAND;f;1;153
14579;BEZIMST-316;ALT10IMST-4;AUSLAND;f;3;83
14580;BEZIMST-316;ALT10IMST-4;AUSLAND;f;2;99
14581;BEZIMST-316;ALT10IMST-4;AUSLAND;f;0;101
14582;BEZIMST-316;ALT10IMST-5;INLAND;m;1;1873
14583;BEZIMST-316;ALT10IMST-5;INLAND;m;3;1120
14584;BEZIMST-316;ALT10IMST-5;INLAND;m;2;540
14585;BEZIMST-316;ALT10IMST-5;INLAND;m;0;447
14586;BEZIMST-316;ALT10IMST-5;INLAND;f;1;1608
14587;BEZIMST-316;ALT10IMST-5;INLAND;f;3;1351
14588;BEZIMST-316;ALT10IMST-5;INLAND;f;2;589
14589;BEZIMST-316;ALT10IMST-5;INLAND;f;0;337
14590;BEZIMST-316;ALT10IMST-5;AUSLAND;m;1;258
14591;BEZIMST-316;ALT10IMST-5;AUSLAND;m;3;90
14592;BEZIMST-316;ALT10IMST-5;AUSLAND;m;2;105
14593;BEZIMST-316;ALT10IMST-5;AUSLAND;m;0;161
14594;BEZIMST-316;ALT10IMST-5;AUSLAND;f;1;275
14595;BEZIMST-316;ALT10IMST-5;AUSLAND;f;3;147
14596;BEZIMST-316;ALT10IMST-5;AUSLAND;f;2;166
14597;BEZIMST-316;ALT10IMST-5;AUSLAND;f;0;139
14598;BEZIMST-316;ALT10IMST-6;INLAND;m;1;2604
14599;BEZIMST-316;ALT10IMST-6;INLAND;m;3;1251
14600;BEZIMST-316;ALT10IMST-6;INLAND;m;2;440
14601;BEZIMST-316;ALT10IMST-6;INLAND;m;0;453
14602;BEZIMST-316;ALT10IMST-6;INLAND;f;1;2403
14603;BEZIMST-316;ALT10IMST-6;INLAND;f;3;1345
14604;BEZIMST-316;ALT10IMST-6;INLAND;f;2;458
14605;BEZIMST-316;ALT10IMST-6;INLAND;f;0;365
14606;BEZIMST-316;ALT10IMST-6;AUSLAND;m;1;243
14607;BEZIMST-316;ALT10IMST-6;AUSLAND;m;3;87
14608;BEZIMST-316;ALT10IMST-6;AUSLAND;m;2;86
14609;BEZIMST-316;ALT10IMST-6;AUSLAND;m;0;159
14610;BEZIMST-316;ALT10IMST-6;AUSLAND;f;1;351
14611;BEZIMST-316;ALT10IMST-6;AUSLAND;f;3;156
14612;BEZIMST-316;ALT10IMST-6;AUSLAND;f;2;120
14613;BEZIMST-316;ALT10IMST-6;AUSLAND;f;0;132
14614;BEZIMST-316;ALT10IMST-7;INLAND;m;1;3836
14615;BEZIMST-316;ALT10IMST-7;INLAND;m;3;1334
14616;BEZIMST-316;ALT10IMST-7;INLAND;m;2;271
14617;BEZIMST-316;ALT10IMST-7;INLAND;m;0;549
14618;BEZIMST-316;ALT10IMST-7;INLAND;f;1;3759
14619;BEZIMST-316;ALT10IMST-7;INLAND;f;3;1442
14620;BEZIMST-316;ALT10IMST-7;INLAND;f;2;308
14621;BEZIMST-316;ALT10IMST-7;INLAND;f;0;496
14622;BEZIMST-316;ALT10IMST-7;AUSLAND;m;1;243
14623;BEZIMST-316;ALT10IMST-7;AUSLAND;m;3;60
14624;BEZIMST-316;ALT10IMST-7;AUSLAND;m;2;47
14625;BEZIMST-316;ALT10IMST-7;AUSLAND;m;0;130
14626;BEZIMST-316;ALT10IMST-7;AUSLAND;f;1;268
14627;BEZIMST-316;ALT10IMST-7;AUSLAND;f;3;56
14628;BEZIMST-316;ALT10IMST-7;AUSLAND;f;2;48
14629;BEZIMST-316;ALT10IMST-7;AUSLAND;f;0;104
14630;BEZIMST-316;ALT10IMST-8;INLAND;m;1;3112
14631;BEZIMST-316;ALT10IMST-8;INLAND;m;3;860
14632;BEZIMST-316;ALT10IMST-8;INLAND;m;2;79
14633;BEZIMST-316;ALT10IMST-8;INLAND;m;0;273
14634;BEZIMST-316;ALT10IMST-8;INLAND;f;1;3132
14635;BEZIMST-316;ALT10IMST-8;INLAND;f;3;789
14636;BEZIMST-316;ALT10IMST-8;INLAND;f;2;90
14637;BEZIMST-316;ALT10IMST-8;INLAND;f;0;306
14638;BEZIMST-316;ALT10IMST-8;AUSLAND;m;1;158
14639;BEZIMST-316;ALT10IMST-8;AUSLAND;m;3;19
14640;BEZIMST-316;ALT10IMST-8;AUSLAND;m;2;12
14641;BEZIMST-316;ALT10IMST-8;AUSLAND;m;0;65
14642;BEZIMST-316;ALT10IMST-8;AUSLAND;f;1;189
14643;BEZIMST-316;ALT10IMST-8;AUSLAND;f;3;25
14644;BEZIMST-316;ALT10IMST-8;AUSLAND;f;2;24
14645;BEZIMST-316;ALT10IMST-8;AUSLAND;f;0;73
14646;BEZIMST-316;ALT10IMST-9;INLAND;m;1;1786
14647;BEZIMST-316;ALT10IMST-9;INLAND;m;3;372
14648;BEZIMST-316;ALT10IMST-9;INLAND;m;2;26
14649;BEZIMST-316;ALT10IMST-9;INLAND;m;0;108
14650;BEZIMST-316;ALT10IMST-9;INLAND;f;1;2236
14651;BEZIMST-316;ALT10IMST-9;INLAND;f;3;362
14652;BEZIMST-316;ALT10IMST-9;INLAND;f;2;33
14653;BEZIMST-316;ALT10IMST-9;INLAND;f;0;195
14654;BEZIMST-316;ALT10IMST-9;AUSLAND;m;1;155
14655;BEZIMST-316;ALT10IMST-9;AUSLAND;m;3;33
14656;BEZIMST-316;ALT10IMST-9;AUSLAND;m;2;2
14657;BEZIMST-316;ALT10IMST-9;AUSLAND;m;0;27
14658;BEZIMST-316;ALT10IMST-9;AUSLAND;f;1;227
14659;BEZIMST-316;ALT10IMST-9;AUSLAND;f;3;32
14660;BEZIMST-316;ALT10IMST-9;AUSLAND;f;2;5
14661;BEZIMST-316;ALT10IMST-9;AUSLAND;f;0;33
14662;BEZIMST-316;ALT10IMST-10;INLAND;m;1;585
14663;BEZIMST-316;ALT10IMST-10;INLAND;m;3;110
14664;BEZIMST-316;ALT10IMST-10;INLAND;m;2;11
14665;BEZIMST-316;ALT10IMST-10;INLAND;m;0;61
14666;BEZIMST-316;ALT10IMST-10;INLAND;f;1;1181
14667;BEZIMST-316;ALT10IMST-10;INLAND;f;3;225
14668;BEZIMST-316;ALT10IMST-10;INLAND;f;2;33
14669;BEZIMST-316;ALT10IMST-10;INLAND;f;0;172
14670;BEZIMST-316;ALT10IMST-10;AUSLAND;m;1;51
14671;BEZIMST-316;ALT10IMST-10;AUSLAND;m;3;12
14672;BEZIMST-316;ALT10IMST-10;AUSLAND;m;2;1
14673;BEZIMST-316;ALT10IMST-10;AUSLAND;m;0;3
14674;BEZIMST-316;ALT10IMST-10;AUSLAND;f;1;65
14675;BEZIMST-316;ALT10IMST-10;AUSLAND;f;3;13
14676;BEZIMST-316;ALT10IMST-10;AUSLAND;f;2;2
14677;BEZIMST-316;ALT10IMST-10;AUSLAND;f;0;17
14964;BEZIMST-317;ALT10IMST-1;INLAND;m;1;29
14965;BEZIMST-317;ALT10IMST-1;INLAND;m;3;12
14966;BEZIMST-317;ALT10IMST-1;INLAND;m;2;477
14967;BEZIMST-317;ALT10IMST-1;INLAND;m;0;1632
14968;BEZIMST-317;ALT10IMST-1;INLAND;f;1;23
14969;BEZIMST-317;ALT10IMST-1;INLAND;f;3;5
14970;BEZIMST-317;ALT10IMST-1;INLAND;f;2;437
14971;BEZIMST-317;ALT10IMST-1;INLAND;f;0;1553
14972;BEZIMST-317;ALT10IMST-1;AUSLAND;m;1;1
14973;BEZIMST-317;ALT10IMST-1;AUSLAND;m;2;6
14974;BEZIMST-317;ALT10IMST-1;AUSLAND;m;0;29
14975;BEZIMST-317;ALT10IMST-1;AUSLAND;f;1;1
14976;BEZIMST-317;ALT10IMST-1;AUSLAND;f;2;7
14977;BEZIMST-317;ALT10IMST-1;AUSLAND;f;0;30
14978;BEZIMST-317;ALT10IMST-2;INLAND;m;1;1480
14979;BEZIMST-317;ALT10IMST-2;INLAND;m;3;1227
14980;BEZIMST-317;ALT10IMST-2;INLAND;m;2;1598
14981;BEZIMST-317;ALT10IMST-2;INLAND;m;0;1132
14982;BEZIMST-317;ALT10IMST-2;INLAND;f;1;1400
14983;BEZIMST-317;ALT10IMST-2;INLAND;f;3;1135
14984;BEZIMST-317;ALT10IMST-2;INLAND;f;2;1401
14985;BEZIMST-317;ALT10IMST-2;INLAND;f;0;1072
14986;BEZIMST-317;ALT10IMST-2;AUSLAND;m;1;82
14987;BEZIMST-317;ALT10IMST-2;AUSLAND;m;3;70
14988;BEZIMST-317;ALT10IMST-2;AUSLAND;m;2;122
14989;BEZIMST-317;ALT10IMST-2;AUSLAND;m;0;118
14990;BEZIMST-317;ALT10IMST-2;AUSLAND;f;1;77
14991;BEZIMST-317;ALT10IMST-2;AUSLAND;f;3;72
14992;BEZIMST-317;ALT10IMST-2;AUSLAND;f;2;120
14993;BEZIMST-317;ALT10IMST-2;AUSLAND;f;0;143
14994;BEZIMST-317;ALT10IMST-3;INLAND;m;1;2346
14995;BEZIMST-317;ALT10IMST-3;INLAND;m;3;1734
14996;BEZIMST-317;ALT10IMST-3;INLAND;m;2;809
14997;BEZIMST-317;ALT10IMST-3;INLAND;m;0;484
14998;BEZIMST-317;ALT10IMST-3;INLAND;f;1;2044
14999;BEZIMST-317;ALT10IMST-3;INLAND;f;3;1887
15000;BEZIMST-317;ALT10IMST-3;INLAND;f;2;740
15001;BEZIMST-317;ALT10IMST-3;INLAND;f;0;363
15002;BEZIMST-317;ALT10IMST-3;AUSLAND;m;1;246
15003;BEZIMST-317;ALT10IMST-3;AUSLAND;m;3;133
15004;BEZIMST-317;ALT10IMST-3;AUSLAND;m;2;121
15005;BEZIMST-317;ALT10IMST-3;AUSLAND;m;0;140
15006;BEZIMST-317;ALT10IMST-3;AUSLAND;f;1;167
15007;BEZIMST-317;ALT10IMST-3;AUSLAND;f;3;137
15008;BEZIMST-317;ALT10IMST-3;AUSLAND;f;2;113
15009;BEZIMST-317;ALT10IMST-3;AUSLAND;f;0;109
15010;BEZIMST-317;ALT10IMST-4;INLAND;m;1;2114
15011;BEZIMST-317;ALT10IMST-4;INLAND;m;3;1348
15012;BEZIMST-317;ALT10IMST-4;INLAND;m;2;588
15013;BEZIMST-317;ALT10IMST-4;INLAND;m;0;526
15014;BEZIMST-317;ALT10IMST-4;INLAND;f;1;2000
15015;BEZIMST-317;ALT10IMST-4;INLAND;f;3;1460
15016;BEZIMST-317;ALT10IMST-4;INLAND;f;2;631
15017;BEZIMST-317;ALT10IMST-4;INLAND;f;0;398
15018;BEZIMST-317;ALT10IMST-4;AUSLAND;m;1;395
15019;BEZIMST-317;ALT10IMST-4;AUSLAND;m;3;130
15020;BEZIMST-317;ALT10IMST-4;AUSLAND;m;2;195
15021;BEZIMST-317;ALT10IMST-4;AUSLAND;m;0;282
15022;BEZIMST-317;ALT10IMST-4;AUSLAND;f;1;401
15023;BEZIMST-317;ALT10IMST-4;AUSLAND;f;3;191
15024;BEZIMST-317;ALT10IMST-4;AUSLAND;f;2;267
15025;BEZIMST-317;ALT10IMST-4;AUSLAND;f;0;311
15026;BEZIMST-317;ALT10IMST-5;INLAND;m;1;2401
15027;BEZIMST-317;ALT10IMST-5;INLAND;m;3;1528
15028;BEZIMST-317;ALT10IMST-5;INLAND;m;2;555
15029;BEZIMST-317;ALT10IMST-5;INLAND;m;0;507
15030;BEZIMST-317;ALT10IMST-5;INLAND;f;1;2381
15031;BEZIMST-317;ALT10IMST-5;INLAND;f;3;1767
15032;BEZIMST-317;ALT10IMST-5;INLAND;f;2;610
15033;BEZIMST-317;ALT10IMST-5;INLAND;f;0;423
15034;BEZIMST-317;ALT10IMST-5;AUSLAND;m;1;748
15035;BEZIMST-317;ALT10IMST-5;AUSLAND;m;3;334
15036;BEZIMST-317;ALT10IMST-5;AUSLAND;m;2;328
15037;BEZIMST-317;ALT10IMST-5;AUSLAND;m;0;442
15038;BEZIMST-317;ALT10IMST-5;AUSLAND;f;1;918
15039;BEZIMST-317;ALT10IMST-5;AUSLAND;f;3;526
15040;BEZIMST-317;ALT10IMST-5;AUSLAND;f;2;424
15041;BEZIMST-317;ALT10IMST-5;AUSLAND;f;0;353
15042;BEZIMST-317;ALT10IMST-6;INLAND;m;1;3971
15043;BEZIMST-317;ALT10IMST-6;INLAND;m;3;1980
15044;BEZIMST-317;ALT10IMST-6;INLAND;m;2;575
15045;BEZIMST-317;ALT10IMST-6;INLAND;m;0;610
15046;BEZIMST-317;ALT10IMST-6;INLAND;f;1;4103
15047;BEZIMST-317;ALT10IMST-6;INLAND;f;3;2247
15048;BEZIMST-317;ALT10IMST-6;INLAND;f;2;633
15049;BEZIMST-317;ALT10IMST-6;INLAND;f;0;546
15050;BEZIMST-317;ALT10IMST-6;AUSLAND;m;1;832
15051;BEZIMST-317;ALT10IMST-6;AUSLAND;m;3;375
15052;BEZIMST-317;ALT10IMST-6;AUSLAND;m;2;252
15053;BEZIMST-317;ALT10IMST-6;AUSLAND;m;0;395
15054;BEZIMST-317;ALT10IMST-6;AUSLAND;f;1;1135
15055;BEZIMST-317;ALT10IMST-6;AUSLAND;f;3;526
15056;BEZIMST-317;ALT10IMST-6;AUSLAND;f;2;342
15057;BEZIMST-317;ALT10IMST-6;AUSLAND;f;0;359
15058;BEZIMST-317;ALT10IMST-7;INLAND;m;1;4639
15059;BEZIMST-317;ALT10IMST-7;INLAND;m;3;1825
15060;BEZIMST-317;ALT10IMST-7;INLAND;m;2;364
15061;BEZIMST-317;ALT10IMST-7;INLAND;m;0;522
15062;BEZIMST-317;ALT10IMST-7;INLAND;f;1;4886
15063;BEZIMST-317;ALT10IMST-7;INLAND;f;3;1762
15064;BEZIMST-317;ALT10IMST-7;INLAND;f;2;394
15065;BEZIMST-317;ALT10IMST-7;INLAND;f;0;651
15066;BEZIMST-317;ALT10IMST-7;AUSLAND;m;1;826
15067;BEZIMST-317;ALT10IMST-7;AUSLAND;m;3;242
15068;BEZIMST-317;ALT10IMST-7;AUSLAND;m;2;126
15069;BEZIMST-317;ALT10IMST-7;AUSLAND;m;0;298
15070;BEZIMST-317;ALT10IMST-7;AUSLAND;f;1;882
15071;BEZIMST-317;ALT10IMST-7;AUSLAND;f;3;286
15072;BEZIMST-317;ALT10IMST-7;AUSLAND;f;2;168
15073;BEZIMST-317;ALT10IMST-7;AUSLAND;f;0;273
15074;BEZIMST-317;ALT10IMST-8;INLAND;m;1;3278
15075;BEZIMST-317;ALT10IMST-8;INLAND;m;3;877
15076;BEZIMST-317;ALT10IMST-8;INLAND;m;2;120
15077;BEZIMST-317;ALT10IMST-8;INLAND;m;0;346
15078;BEZIMST-317;ALT10IMST-8;INLAND;f;1;4020
15079;BEZIMST-317;ALT10IMST-8;INLAND;f;3;910
15080;BEZIMST-317;ALT10IMST-8;INLAND;f;2;142
15081;BEZIMST-317;ALT10IMST-8;INLAND;f;0;409
15082;BEZIMST-317;ALT10IMST-8;AUSLAND;m;1;470
15083;BEZIMST-317;ALT10IMST-8;AUSLAND;m;3;103
15084;BEZIMST-317;ALT10IMST-8;AUSLAND;m;2;52
15085;BEZIMST-317;ALT10IMST-8;AUSLAND;m;0;256
15086;BEZIMST-317;ALT10IMST-8;AUSLAND;f;1;705
15087;BEZIMST-317;ALT10IMST-8;AUSLAND;f;3;145
15088;BEZIMST-317;ALT10IMST-8;AUSLAND;f;2;72
15089;BEZIMST-317;ALT10IMST-8;AUSLAND;f;0;290
15090;BEZIMST-317;ALT10IMST-9;INLAND;m;1;3318
15091;BEZIMST-317;ALT10IMST-9;INLAND;m;3;746
15092;BEZIMST-317;ALT10IMST-9;INLAND;m;2;53
15093;BEZIMST-317;ALT10IMST-9;INLAND;m;0;224
15094;BEZIMST-317;ALT10IMST-9;INLAND;f;1;4133
15095;BEZIMST-317;ALT10IMST-9;INLAND;f;3;815
15096;BEZIMST-317;ALT10IMST-9;INLAND;f;2;74
15097;BEZIMST-317;ALT10IMST-9;INLAND;f;0;398
15098;BEZIMST-317;ALT10IMST-9;AUSLAND;m;1;479
15099;BEZIMST-317;ALT10IMST-9;AUSLAND;m;3;117
15100;BEZIMST-317;ALT10IMST-9;AUSLAND;m;2;11
15101;BEZIMST-317;ALT10IMST-9;AUSLAND;m;0;97
15102;BEZIMST-317;ALT10IMST-9;AUSLAND;f;1;739
15103;BEZIMST-317;ALT10IMST-9;AUSLAND;f;3;133
15104;BEZIMST-317;ALT10IMST-9;AUSLAND;f;2;23
15105;BEZIMST-317;ALT10IMST-9;AUSLAND;f;0;142
15106;BEZIMST-317;ALT10IMST-10;INLAND;m;1;808
15107;BEZIMST-317;ALT10IMST-10;INLAND;m;3;162
15108;BEZIMST-317;ALT10IMST-10;INLAND;m;2;12
15109;BEZIMST-317;ALT10IMST-10;INLAND;m;0;71
15110;BEZIMST-317;ALT10IMST-10;INLAND;f;1;1291
15111;BEZIMST-317;ALT10IMST-10;INLAND;f;3;260
15112;BEZIMST-317;ALT10IMST-10;INLAND;f;2;39
15113;BEZIMST-317;ALT10IMST-10;INLAND;f;0;238
15114;BEZIMST-317;ALT10IMST-10;AUSLAND;m;1;132
15115;BEZIMST-317;ALT10IMST-10;AUSLAND;m;3;22
15116;BEZIMST-317;ALT10IMST-10;AUSLAND;m;2;2
15117;BEZIMST-317;ALT10IMST-10;AUSLAND;m;0;24
15118;BEZIMST-317;ALT10IMST-10;AUSLAND;f;1;194
15119;BEZIMST-317;ALT10IMST-10;AUSLAND;f;3;31
15120;BEZIMST-317;ALT10IMST-10;AUSLAND;f;2;8
15121;BEZIMST-317;ALT10IMST-10;AUSLAND;f;0;38
15405;BEZIMST-318;ALT10IMST-1;INLAND;m;1;13
15406;BEZIMST-318;ALT10IMST-1;INLAND;m;3;1
15407;BEZIMST-318;ALT10IMST-1;INLAND;m;2;303
15408;BEZIMST-318;ALT10IMST-1;INLAND;m;0;1327
15409;BEZIMST-318;ALT10IMST-1;INLAND;f;1;7
15410;BEZIMST-318;ALT10IMST-1;INLAND;f;3;1
15411;BEZIMST-318;ALT10IMST-1;INLAND;f;2;271
15412;BEZIMST-318;ALT10IMST-1;INLAND;f;0;1355
15413;BEZIMST-318;ALT10IMST-1;AUSLAND;m;0;11
15414;BEZIMST-318;ALT10IMST-1;AUSLAND;f;2;2
15415;BEZIMST-318;ALT10IMST-1;AUSLAND;f;0;13
15416;BEZIMST-318;ALT10IMST-2;INLAND;m;1;600
15417;BEZIMST-318;ALT10IMST-2;INLAND;m;3;432
15418;BEZIMST-318;ALT10IMST-2;INLAND;m;2;1509
15419;BEZIMST-318;ALT10IMST-2;INLAND;m;0;1311
15420;BEZIMST-318;ALT10IMST-2;INLAND;f;1;529
15421;BEZIMST-318;ALT10IMST-2;INLAND;f;3;446
15422;BEZIMST-318;ALT10IMST-2;INLAND;f;2;1371
15423;BEZIMST-318;ALT10IMST-2;INLAND;f;0;1309
15424;BEZIMST-318;ALT10IMST-2;AUSLAND;m;1;13
15425;BEZIMST-318;ALT10IMST-2;AUSLAND;m;3;14
15426;BEZIMST-318;ALT10IMST-2;AUSLAND;m;2;83
15427;BEZIMST-318;ALT10IMST-2;AUSLAND;m;0;81
15428;BEZIMST-318;ALT10IMST-2;AUSLAND;f;1;25
15429;BEZIMST-318;ALT10IMST-2;AUSLAND;f;3;13
15430;BEZIMST-318;ALT10IMST-2;AUSLAND;f;2;77
15431;BEZIMST-318;ALT10IMST-2;AUSLAND;f;0;88
15432;BEZIMST-318;ALT10IMST-3;INLAND;m;1;1427
15433;BEZIMST-318;ALT10IMST-3;INLAND;m;3;898
15434;BEZIMST-318;ALT10IMST-3;INLAND;m;2;913
15435;BEZIMST-318;ALT10IMST-3;INLAND;m;0;668
15436;BEZIMST-318;ALT10IMST-3;INLAND;f;1;1258
15437;BEZIMST-318;ALT10IMST-3;INLAND;f;3;996
15438;BEZIMST-318;ALT10IMST-3;INLAND;f;2;892
