C-BEZIMST-0;C-ALTGRIMST-0;C-GLIMST-0;C-C11-0;C-IMST-0;F-DATA
BEZIMST-309;ALTGRIMST-16;GLIMST-1;C11-1;IMST-1;504
BEZIMST-309;ALTGRIMST-16;GLIMST-1;C11-1;IMST-2;94
BEZIMST-309;ALTGRIMST-16;GLIMST-1;C11-1;IMST-3;14
BEZIMST-309;ALTGRIMST-16;GLIMST-1;C11-1;IMST-4;63
BEZIMST-309;ALTGRIMST-16;GLIMST-1;C11-2;IMST-1;627
BEZIMST-309;ALTGRIMST-16;GLIMST-1;C11-2;IMST-2;106
BEZIMST-309;ALTGRIMST-16;GLIMST-1;C11-2;IMST-3;21
BEZIMST-309;ALTGRIMST-16;GLIMST-1;C11-2;IMST-4;84
BEZIMST-309;ALTGRIMST-16;GLIMST-2;C11-1;IMST-1;34
BEZIMST-309;ALTGRIMST-16;GLIMST-2;C11-1;IMST-2;7
BEZIMST-309;ALTGRIMST-16;GLIMST-2;C11-1;IMST-3;4
BEZIMST-309;ALTGRIMST-16;GLIMST-2;C11-1;IMST-4;8
BEZIMST-309;ALTGRIMST-16;GLIMST-2;C11-2;IMST-1;30
BEZIMST-309;ALTGRIMST-16;GLIMST-2;C11-2;IMST-2;3
BEZIMST-309;ALTGRIMST-16;GLIMST-2;C11-2;IMST-3;3
BEZIMST-309;ALTGRIMST-16;GLIMST-2;C11-2;IMST-4;3
BEZIMST-309;ALTGRIMST-17;GLIMST-1;C11-1;IMST-1;535
BEZIMST-309;ALTGRIMST-17;GLIMST-1;C11-1;IMST-2;99
BEZIMST-309;ALTGRIMST-17;GLIMST-1;C11-1;IMST-3;13
BEZIMST-309;ALTGRIMST-17;GLIMST-1;C11-1;IMST-4;62
BEZIMST-309;ALTGRIMST-17;GLIMST-1;C11-2;IMST-1;714
BEZIMST-309;ALTGRIMST-17;GLIMST-1;C11-2;IMST-2;124
BEZIMST-309;ALTGRIMST-17;GLIMST-1;C11-2;IMST-3;19
BEZIMST-309;ALTGRIMST-17;GLIMST-1;C11-2;IMST-4;134
BEZIMST-309;ALTGRIMST-17;GLIMST-2;C11-1;IMST-1;28
BEZIMST-309;ALTGRIMST-17;GLIMST-2;C11-1;IMST-2;5
BEZIMST-309;ALTGRIMST-17;GLIMST-2;C11-1;IMST-3;1
BEZIMST-309;ALTGRIMST-17;GLIMST-2;C11-1;IMST-4;6
BEZIMST-309;ALTGRIMST-17;GLIMST-2;C11-2;IMST-1;39
BEZIMST-309;ALTGRIMST-17;GLIMST-2;C11-2;IMST-2;4
BEZIMST-309;ALTGRIMST-17;GLIMST-2;C11-2;IMST-3;3
BEZIMST-309;ALTGRIMST-17;GLIMST-2;C11-2;IMST-4;2
BEZIMST-309;ALTGRIMST-18;GLIMST-1;C11-1;IMST-1;333
BEZIMST-309;ALTGRIMST-18;GLIMST-1;C11-1;IMST-2;78
BEZIMST-309;ALTGRIMST-18;GLIMST-1;C11-1;IMST-3;11
BEZIMST-309;ALTGRIMST-18;GLIMST-1;C11-1;IMST-4;60
BEZIMST-309;ALTGRIMST-18;GLIMST-1;C11-2;IMST-1;590
BEZIMST-309;ALTGRIMST-18;GLIMST-1;C11-2;IMST-2;112
BEZIMST-309;ALTGRIMST-18;GLIMST-1;C11-2;IMST-3;29
BEZIMST-309;ALTGRIMST-18;GLIMST-1;C11-2;IMST-4;156
BEZIMST-309;ALTGRIMST-18;GLIMST-2;C11-1;IMST-1;18
BEZIMST-309;ALTGRIMST-18;GLIMST-2;C11-1;IMST-2;1
BEZIMST-309;ALTGRIMST-18;GLIMST-2;C11-1;IMST-3;1
BEZIMST-309;ALTGRIMST-18;GLIMST-2;C11-1;IMST-4;4
BEZIMST-309;ALTGRIMST-18;GLIMST-2;C11-2;IMST-1;24
BEZIMST-309;ALTGRIMST-18;GLIMST-2;C11-2;IMST-2;3
BEZIMST-309;ALTGRIMST-18;GLIMST-2;C11-2;IMST-3;1
BEZIMST-309;ALTGRIMST-18;GLIMST-2;C11-2;IMST-4;8
BEZIMST-309;ALT10IMST-1;GLIMST-1;C11-1;IMST-3;107
BEZIMST-309;ALT10IMST-1;GLIMST-1;C11-1;IMST-4;529
BEZIMST-309;ALT10IMST-1;GLIMST-1;C11-2;IMST-1;1
BEZIMST-309;ALT10IMST-1;GLIMST-1;C11-2;IMST-3;116
BEZIMST-309;ALT10IMST-1;GLIMST-1;C11-2;IMST-4;511
BEZIMST-309;ALT10IMST-1;GLIMST-2;C11-1;IMST-3;1
BEZIMST-309;ALT10IMST-1;GLIMST-2;C11-1;IMST-4;5
BEZIMST-309;ALT10IMST-1;GLIMST-2;C11-2;IMST-4;5
BEZIMST-309;ALT10IMST-2;GLIMST-1;C11-1;IMST-1;207
BEZIMST-309;ALT10IMST-2;GLIMST-1;C11-1;IMST-2;162
BEZIMST-309;ALT10IMST-2;GLIMST-1;C11-1;IMST-3;691
BEZIMST-309;ALT10IMST-2;GLIMST-1;C11-1;IMST-4;381
BEZIMST-309;ALT10IMST-2;GLIMST-1;C11-2;IMST-1;182
BEZIMST-309;ALT10IMST-2;GLIMST-1;C11-2;IMST-2;167
BEZIMST-309;ALT10IMST-2;GLIMST-1;C11-2;IMST-3;625
BEZIMST-309;ALT10IMST-2;GLIMST-1;C11-2;IMST-4;409
BEZIMST-309;ALT10IMST-2;GLIMST-2;C11-1;IMST-1;7
BEZIMST-309;ALT10IMST-2;GLIMST-2;C11-1;IMST-2;9
BEZIMST-309;ALT10IMST-2;GLIMST-2;C11-1;IMST-3;27
BEZIMST-309;ALT10IMST-2;GLIMST-2;C11-1;IMST-4;31
BEZIMST-309;ALT10IMST-2;GLIMST-2;C11-2;IMST-1;6
BEZIMST-309;ALT10IMST-2;GLIMST-2;C11-2;IMST-2;4
BEZIMST-309;ALT10IMST-2;GLIMST-2;C11-2;IMST-3;20
BEZIMST-309;ALT10IMST-2;GLIMST-2;C11-2;IMST-4;23
BEZIMST-309;ALT10IMST-3;GLIMST-1;C11-1;IMST-1;564
BEZIMST-309;ALT10IMST-3;GLIMST-1;C11-1;IMST-2;375
BEZIMST-309;ALT10IMST-3;GLIMST-1;C11-1;IMST-3;403
BEZIMST-309;ALT10IMST-3;GLIMST-1;C11-1;IMST-4;263
BEZIMST-309;ALT10IMST-3;GLIMST-1;C11-2;IMST-1;526
BEZIMST-309;ALT10IMST-3;GLIMST-1;C11-2;IMST-2;414
BEZIMST-309;ALT10IMST-3;GLIMST-1;C11-2;IMST-3;332
BEZIMST-309;ALT10IMST-3;GLIMST-1;C11-2;IMST-4;174
BEZIMST-309;ALT10IMST-3;GLIMST-2;C11-1;IMST-1;40
BEZIMST-309;ALT10IMST-3;GLIMST-2;C11-1;IMST-2;7
BEZIMST-309;ALT10IMST-3;GLIMST-2;C11-1;IMST-3;15
BEZIMST-309;ALT10IMST-3;GLIMST-2;C11-1;IMST-4;20
BEZIMST-309;ALT10IMST-3;GLIMST-2;C11-2;IMST-1;25
BEZIMST-309;ALT10IMST-3;GLIMST-2;C11-2;IMST-2;12
BEZIMST-309;ALT10IMST-3;GLIMST-2;C11-2;IMST-3;16
BEZIMST-309;ALT10IMST-3;GLIMST-2;C11-2;IMST-4;25
BEZIMST-309;ALT10IMST-4;GLIMST-1;C11-1;IMST-1;704
BEZIMST-309;ALT10IMST-4;GLIMST-1;C11-1;IMST-2;389
BEZIMST-309;ALT10IMST-4;GLIMST-1;C11-1;IMST-3;391
BEZIMST-309;ALT10IMST-4;GLIMST-1;C11-1;IMST-4;368
BEZIMST-309;ALT10IMST-4;GLIMST-1;C11-2;IMST-1;529
BEZIMST-309;ALT10IMST-4;GLIMST-1;C11-2;IMST-2;401
BEZIMST-309;ALT10IMST-4;GLIMST-1;C11-2;IMST-3;390
BEZIMST-309;ALT10IMST-4;GLIMST-1;C11-2;IMST-4;282
BEZIMST-309;ALT10IMST-4;GLIMST-2;C11-1;IMST-1;44
BEZIMST-309;ALT10IMST-4;GLIMST-2;C11-1;IMST-2;18
BEZIMST-309;ALT10IMST-4;GLIMST-2;C11-1;IMST-3;22
BEZIMST-309;ALT10IMST-4;GLIMST-2;C11-1;IMST-4;44
BEZIMST-309;ALT10IMST-4;GLIMST-2;C11-2;IMST-1;40
BEZIMST-309;ALT10IMST-4;GLIMST-2;C11-2;IMST-2;23
BEZIMST-309;ALT10IMST-4;GLIMST-2;C11-2;IMST-3;38
BEZIMST-309;ALT10IMST-4;GLIMST-2;C11-2;IMST-4;35
BEZIMST-309;ALT10IMST-5;GLIMST-1;C11-1;IMST-1;698
BEZIMST-309;ALT10IMST-5;GLIMST-1;C11-1;IMST-2;417
BEZIMST-309;ALT10IMST-5;GLIMST-1;C11-1;IMST-3;356
BEZIMST-309;ALT10IMST-5;GLIMST-1;C11-1;IMST-4;340
BEZIMST-309;ALT10IMST-5;GLIMST-1;C11-2;IMST-1;542
BEZIMST-309;ALT10IMST-5;GLIMST-1;C11-2;IMST-2;482
BEZIMST-309;ALT10IMST-5;GLIMST-1;C11-2;IMST-3;416
BEZIMST-309;ALT10IMST-5;GLIMST-1;C11-2;IMST-4;225
BEZIMST-309;ALT10IMST-5;GLIMST-2;C11-1;IMST-1;78
BEZIMST-309;ALT10IMST-5;GLIMST-2;C11-1;IMST-2;24
BEZIMST-309;ALT10IMST-5;GLIMST-2;C11-1;IMST-3;23
BEZIMST-309;ALT10IMST-5;GLIMST-2;C11-1;IMST-4;52
BEZIMST-309;ALT10IMST-5;GLIMST-2;C11-2;IMST-1;87
BEZIMST-309;ALT10IMST-5;GLIMST-2;C11-2;IMST-2;34
BEZIMST-309;ALT10IMST-5;GLIMST-2;C11-2;IMST-3;55
BEZIMST-309;ALT10IMST-5;GLIMST-2;C11-2;IMST-4;42
BEZIMST-309;ALT10IMST-6;GLIMST-1;C11-1;IMST-1;1208
BEZIMST-309;ALT10IMST-6;GLIMST-1;C11-1;IMST-2;460
BEZIMST-309;ALT10IMST-6;GLIMST-1;C11-1;IMST-3;351
BEZIMST-309;ALT10IMST-6;GLIMST-1;C11-1;IMST-4;391
BEZIMST-309;ALT10IMST-6;GLIMST-1;C11-2;IMST-1;1032
BEZIMST-309;ALT10IMST-6;GLIMST-1;C11-2;IMST-2;542
BEZIMST-309;ALT10IMST-6;GLIMST-1;C11-2;IMST-3;338
BEZIMST-309;ALT10IMST-6;GLIMST-1;C11-2;IMST-4;310
BEZIMST-309;ALT10IMST-6;GLIMST-2;C11-1;IMST-1;78
BEZIMST-309;ALT10IMST-6;GLIMST-2;C11-1;IMST-2;11
BEZIMST-309;ALT10IMST-6;GLIMST-2;C11-1;IMST-3;18
BEZIMST-309;ALT10IMST-6;GLIMST-2;C11-1;IMST-4;36
BEZIMST-309;ALT10IMST-6;GLIMST-2;C11-2;IMST-1;114
BEZIMST-309;ALT10IMST-6;GLIMST-2;C11-2;IMST-2;51
BEZIMST-309;ALT10IMST-6;GLIMST-2;C11-2;IMST-3;31
BEZIMST-309;ALT10IMST-6;GLIMST-2;C11-2;IMST-4;56
BEZIMST-309;ALT10IMST-7;GLIMST-1;C11-1;IMST-1;1753
BEZIMST-309;ALT10IMST-7;GLIMST-1;C11-1;IMST-2;498
BEZIMST-309;ALT10IMST-7;GLIMST-1;C11-1;IMST-3;227
BEZIMST-309;ALT10IMST-7;GLIMST-1;C11-1;IMST-4;417
BEZIMST-309;ALT10IMST-7;GLIMST-1;C11-2;IMST-1;1645
BEZIMST-309;ALT10IMST-7;GLIMST-1;C11-2;IMST-2;482
BEZIMST-309;ALT10IMST-7;GLIMST-1;C11-2;IMST-3;274
BEZIMST-309;ALT10IMST-7;GLIMST-1;C11-2;IMST-4;397
BEZIMST-309;ALT10IMST-7;GLIMST-2;C11-1;IMST-1;75
BEZIMST-309;ALT10IMST-7;GLIMST-2;C11-1;IMST-2;19
BEZIMST-309;ALT10IMST-7;GLIMST-2;C11-1;IMST-3;11
BEZIMST-309;ALT10IMST-7;GLIMST-2;C11-1;IMST-4;38
BEZIMST-309;ALT10IMST-7;GLIMST-2;C11-2;IMST-1;93
BEZIMST-309;ALT10IMST-7;GLIMST-2;C11-2;IMST-2;18
BEZIMST-309;ALT10IMST-7;GLIMST-2;C11-2;IMST-3;16
BEZIMST-309;ALT10IMST-7;GLIMST-2;C11-2;IMST-4;41
BEZIMST-309;ALT10IMST-8;GLIMST-1;C11-1;IMST-1;1471
BEZIMST-309;ALT10IMST-8;GLIMST-1;C11-1;IMST-2;326
BEZIMST-309;ALT10IMST-8;GLIMST-1;C11-1;IMST-3;98
BEZIMST-309;ALT10IMST-8;GLIMST-1;C11-1;IMST-4;279
BEZIMST-309;ALT10IMST-8;GLIMST-1;C11-2;IMST-1;1543
BEZIMST-309;ALT10IMST-8;GLIMST-1;C11-2;IMST-2;317
BEZIMST-309;ALT10IMST-8;GLIMST-1;C11-2;IMST-3;115
BEZIMST-309;ALT10IMST-8;GLIMST-1;C11-2;IMST-4;286
BEZIMST-309;ALT10IMST-8;GLIMST-2;C11-1;IMST-1;50
BEZIMST-309;ALT10IMST-8;GLIMST-2;C11-1;IMST-2;10
BEZIMST-309;ALT10IMST-8;GLIMST-2;C11-1;IMST-3;7
BEZIMST-309;ALT10IMST-8;GLIMST-2;C11-1;IMST-4;24
BEZIMST-309;ALT10IMST-8;GLIMST-2;C11-2;IMST-1;59
BEZIMST-309;ALT10IMST-8;GLIMST-2;C11-2;IMST-2;4
BEZIMST-309;ALT10IMST-8;GLIMST-2;C11-2;IMST-3;14
BEZIMST-309;ALT10IMST-8;GLIMST-2;C11-2;IMST-4;41
BEZIMST-309;ALT10IMST-9;GLIMST-1;C11-1;IMST-1;1039
BEZIMST-309;ALT10IMST-9;GLIMST-1;C11-1;IMST-2;193
BEZIMST-309;ALT10IMST-9;GLIMST-1;C11-1;IMST-3;27
BEZIMST-309;ALT10IMST-9;GLIMST-1;C11-1;IMST-4;125
BEZIMST-309;ALT10IMST-9;GLIMST-1;C11-2;IMST-1;1341
BEZIMST-309;ALT10IMST-9;GLIMST-1;C11-2;IMST-2;230
BEZIMST-309;ALT10IMST-9;GLIMST-1;C11-2;IMST-3;40
BEZIMST-309;ALT10IMST-9;GLIMST-1;C11-2;IMST-4;218
BEZIMST-309;ALT10IMST-9;GLIMST-2;C11-1;IMST-1;62
BEZIMST-309;ALT10IMST-9;GLIMST-2;C11-1;IMST-2;12
BEZIMST-309;ALT10IMST-9;GLIMST-2;C11-1;IMST-3;5
BEZIMST-309;ALT10IMST-9;GLIMST-2;C11-1;IMST-4;14
BEZIMST-309;ALT10IMST-9;GLIMST-2;C11-2;IMST-1;69
BEZIMST-309;ALT10IMST-9;GLIMST-2;C11-2;IMST-2;7
BEZIMST-309;ALT10IMST-9;GLIMST-2;C11-2;IMST-3;6
BEZIMST-309;ALT10IMST-9;GLIMST-2;C11-2;IMST-4;5
BEZIMST-309;ALT10IMST-10;GLIMST-1;C11-1;IMST-1;333
BEZIMST-309;ALT10IMST-10;GLIMST-1;C11-1;IMST-2;78
BEZIMST-309;ALT10IMST-10;GLIMST-1;C11-1;IMST-3;11
BEZIMST-309;ALT10IMST-10;GLIMST-1;C11-1;IMST-4;60
BEZIMST-309;ALT10IMST-10;GLIMST-1;C11-2;IMST-1;590
BEZIMST-309;ALT10IMST-10;GLIMST-1;C11-2;IMST-2;112
BEZIMST-309;ALT10IMST-10;GLIMST-1;C11-2;IMST-3;29
BEZIMST-309;ALT10IMST-10;GLIMST-1;C11-2;IMST-4;156
BEZIMST-309;ALT10IMST-10;GLIMST-2;C11-1;IMST-1;18
BEZIMST-309;ALT10IMST-10;GLIMST-2;C11-1;IMST-2;1
BEZIMST-309;ALT10IMST-10;GLIMST-2;C11-1;IMST-3;1
BEZIMST-309;ALT10IMST-10;GLIMST-2;C11-1;IMST-4;4
BEZIMST-309;ALT10IMST-10;GLIMST-2;C11-2;IMST-1;24
BEZIMST-309;ALT10IMST-10;GLIMST-2;C11-2;IMST-2;3
BEZIMST-309;ALT10IMST-10;GLIMST-2;C11-2;IMST-3;1
BEZIMST-309;ALT10IMST-10;GLIMST-2;C11-2;IMST-4;8
BEZIMST-310;ALTGRIMST-1;GLIMST-1;C11-1;IMST-1;3
BEZIMST-310;ALTGRIMST-1;GLIMST-1;C11-1;IMST-3;208
BEZIMST-310;ALTGRIMST-1;GLIMST-1;C11-1;IMST-4;790
BEZIMST-310;ALTGRIMST-1;GLIMST-1;C11-2;IMST-1;4
BEZIMST-310;ALTGRIMST-1;GLIMST-1;C11-2;IMST-2;1
BEZIMST-310;ALTGRIMST-1;GLIMST-1;C11-2;IMST-3;221
BEZIMST-310;ALTGRIMST-1;GLIMST-1;C11-2;IMST-4;776
BEZIMST-310;ALTGRIMST-1;GLIMST-2;C11-1;IMST-4;6
BEZIMST-310;ALTGRIMST-1;GLIMST-2;C11-2;IMST-4;1
BEZIMST-310;ALTGRIMST-2;GLIMST-1;C11-1;IMST-1;194
BEZIMST-310;ALTGRIMST-2;GLIMST-1;C11-1;IMST-2;217
BEZIMST-310;ALTGRIMST-2;GLIMST-1;C11-1;IMST-3;381
BEZIMST-310;ALTGRIMST-2;GLIMST-1;C11-1;IMST-4;376
BEZIMST-310;ALTGRIMST-2;GLIMST-1;C11-2;IMST-1;194
BEZIMST-310;ALTGRIMST-2;GLIMST-1;C11-2;IMST-2;156
BEZIMST-310;ALTGRIMST-2;GLIMST-1;C11-2;IMST-3;386
BEZIMST-310;ALTGRIMST-2;GLIMST-1;C11-2;IMST-4;360
BEZIMST-310;ALTGRIMST-2;GLIMST-2;C11-1;IMST-3;8
BEZIMST-310;ALTGRIMST-2;GLIMST-2;C11-1;IMST-4;11
BEZIMST-310;ALTGRIMST-2;GLIMST-2;C11-2;IMST-1;3
BEZIMST-310;ALTGRIMST-2;GLIMST-2;C11-2;IMST-2;1
BEZIMST-310;ALTGRIMST-2;GLIMST-2;C11-2;IMST-3;5
BEZIMST-310;ALTGRIMST-2;GLIMST-2;C11-2;IMST-4;9
BEZIMST-310;ALTGRIMST-3;GLIMST-1;C11-1;IMST-1;290
BEZIMST-310;ALTGRIMST-3;GLIMST-1;C11-1;IMST-2;279
BEZIMST-310;ALTGRIMST-3;GLIMST-1;C11-1;IMST-3;364
BEZIMST-310;ALTGRIMST-3;GLIMST-1;C11-1;IMST-4;175
BEZIMST-310;ALTGRIMST-3;GLIMST-1;C11-2;IMST-1;260
BEZIMST-310;ALTGRIMST-3;GLIMST-1;C11-2;IMST-2;258
BEZIMST-310;ALTGRIMST-3;GLIMST-1;C11-2;IMST-3;357
BEZIMST-310;ALTGRIMST-3;GLIMST-1;C11-2;IMST-4;187
BEZIMST-310;ALTGRIMST-3;GLIMST-2;C11-1;IMST-1;18
BEZIMST-310;ALTGRIMST-3;GLIMST-2;C11-1;IMST-2;7
BEZIMST-310;ALTGRIMST-3;GLIMST-2;C11-1;IMST-3;19
BEZIMST-310;ALTGRIMST-3;GLIMST-2;C11-1;IMST-4;11
BEZIMST-310;ALTGRIMST-3;GLIMST-2;C11-2;IMST-1;10
BEZIMST-310;ALTGRIMST-3;GLIMST-2;C11-2;IMST-2;7
BEZIMST-310;ALTGRIMST-3;GLIMST-2;C11-2;IMST-3;7
BEZIMST-310;ALTGRIMST-3;GLIMST-2;C11-2;IMST-4;14
BEZIMST-310;ALTGRIMST-4;GLIMST-1;C11-1;IMST-1;481
BEZIMST-310;ALTGRIMST-4;GLIMST-1;C11-1;IMST-2;296
BEZIMST-310;ALTGRIMST-4;GLIMST-1;C11-1;IMST-3;223
BEZIMST-310;ALTGRIMST-4;GLIMST-1;C11-1;IMST-4;116
BEZIMST-310;ALTGRIMST-4;GLIMST-1;C11-2;IMST-1;421
BEZIMST-310;ALTGRIMST-4;GLIMST-1;C11-2;IMST-2;353
BEZIMST-310;ALTGRIMST-4;GLIMST-1;C11-2;IMST-3;225
BEZIMST-310;ALTGRIMST-4;GLIMST-1;C11-2;IMST-4;93
BEZIMST-310;ALTGRIMST-4;GLIMST-2;C11-1;IMST-1;21
BEZIMST-310;ALTGRIMST-4;GLIMST-2;C11-1;IMST-2;11
BEZIMST-310;ALTGRIMST-4;GLIMST-2;C11-1;IMST-3;6
BEZIMST-310;ALTGRIMST-4;GLIMST-2;C11-1;IMST-4;5
BEZIMST-310;ALTGRIMST-4;GLIMST-2;C11-2;IMST-1;29
BEZIMST-310;ALTGRIMST-4;GLIMST-2;C11-2;IMST-2;8
BEZIMST-310;ALTGRIMST-4;GLIMST-2;C11-2;IMST-3;12
BEZIMST-310;ALTGRIMST-4;GLIMST-2;C11-2;IMST-4;15
BEZIMST-310;ALTGRIMST-5;GLIMST-1;C11-1;IMST-1;551
BEZIMST-310;ALTGRIMST-5;GLIMST-1;C11-1;IMST-2;354
BEZIMST-310;ALTGRIMST-5;GLIMST-1;C11-1;IMST-3;131
BEZIMST-310;ALTGRIMST-5;GLIMST-1;C11-1;IMST-4;135
BEZIMST-310;ALTGRIMST-5;GLIMST-1;C11-2;IMST-1;422
BEZIMST-310;ALTGRIMST-5;GLIMST-1;C11-2;IMST-2;354
BEZIMST-310;ALTGRIMST-5;GLIMST-1;C11-2;IMST-3;133
BEZIMST-310;ALTGRIMST-5;GLIMST-1;C11-2;IMST-4;94
BEZIMST-310;ALTGRIMST-5;GLIMST-2;C11-1;IMST-1;24
BEZIMST-310;ALTGRIMST-5;GLIMST-2;C11-1;IMST-2;7
BEZIMST-310;ALTGRIMST-5;GLIMST-2;C11-1;IMST-3;9
BEZIMST-310;ALTGRIMST-5;GLIMST-2;C11-1;IMST-4;19
BEZIMST-310;ALTGRIMST-5;GLIMST-2;C11-2;IMST-1;27
BEZIMST-310;ALTGRIMST-5;GLIMST-2;C11-2;IMST-2;11
BEZIMST-310;ALTGRIMST-5;GLIMST-2;C11-2;IMST-3;6
BEZIMST-310;ALTGRIMST-5;GLIMST-2;C11-2;IMST-4;13
BEZIMST-310;ALTGRIMST-6;GLIMST-1;C11-1;IMST-1;543
BEZIMST-310;ALTGRIMST-6;GLIMST-1;C11-1;IMST-2;301
BEZIMST-310;ALTGRIMST-6;GLIMST-1;C11-1;IMST-3;195
BEZIMST-310;ALTGRIMST-6;GLIMST-1;C11-1;IMST-4;159
BEZIMST-310;ALTGRIMST-6;GLIMST-1;C11-2;IMST-1;469
BEZIMST-310;ALTGRIMST-6;GLIMST-1;C11-2;IMST-2;395
BEZIMST-310;ALTGRIMST-6;GLIMST-1;C11-2;IMST-3;219
BEZIMST-310;ALTGRIMST-6;GLIMST-1;C11-2;IMST-4;123
BEZIMST-310;ALTGRIMST-6;GLIMST-2;C11-1;IMST-1;31
BEZIMST-310;ALTGRIMST-6;GLIMST-2;C11-1;IMST-2;9
BEZIMST-310;ALTGRIMST-6;GLIMST-2;C11-1;IMST-3;15
BEZIMST-310;ALTGRIMST-6;GLIMST-2;C11-1;IMST-4;29
BEZIMST-310;ALTGRIMST-6;GLIMST-2;C11-2;IMST-1;37
BEZIMST-310;ALTGRIMST-6;GLIMST-2;C11-2;IMST-2;18
BEZIMST-310;ALTGRIMST-6;GLIMST-2;C11-2;IMST-3;20
BEZIMST-310;ALTGRIMST-6;GLIMST-2;C11-2;IMST-4;26
BEZIMST-310;ALTGRIMST-7;GLIMST-1;C11-1;IMST-1;601
BEZIMST-310;ALTGRIMST-7;GLIMST-1;C11-1;IMST-2;346
BEZIMST-310;ALTGRIMST-7;GLIMST-1;C11-1;IMST-3;210
BEZIMST-310;ALTGRIMST-7;GLIMST-1;C11-1;IMST-4;176
BEZIMST-310;ALTGRIMST-7;GLIMST-1;C11-2;IMST-1;461
BEZIMST-310;ALTGRIMST-7;GLIMST-1;C11-2;IMST-2;353
BEZIMST-310;ALTGRIMST-7;GLIMST-1;C11-2;IMST-3;256
BEZIMST-310;ALTGRIMST-7;GLIMST-1;C11-2;IMST-4;142
BEZIMST-310;ALTGRIMST-7;GLIMST-2;C11-1;IMST-1;53
BEZIMST-310;ALTGRIMST-7;GLIMST-2;C11-1;IMST-2;22
BEZIMST-310;ALTGRIMST-7;GLIMST-2;C11-1;IMST-3;23
BEZIMST-310;ALTGRIMST-7;GLIMST-2;C11-1;IMST-4;34
BEZIMST-310;ALTGRIMST-7;GLIMST-2;C11-2;IMST-1;48
BEZIMST-310;ALTGRIMST-7;GLIMST-2;C11-2;IMST-2;22
BEZIMST-310;ALTGRIMST-7;GLIMST-2;C11-2;IMST-3;39
BEZIMST-310;ALTGRIMST-7;GLIMST-2;C11-2;IMST-4;39
BEZIMST-310;ALTGRIMST-8;GLIMST-1;C11-1;IMST-1;598
BEZIMST-310;ALTGRIMST-8;GLIMST-1;C11-1;IMST-2;383
BEZIMST-310;ALTGRIMST-8;GLIMST-1;C11-1;IMST-3;206
BEZIMST-310;ALTGRIMST-8;GLIMST-1;C11-1;IMST-4;197
BEZIMST-310;ALTGRIMST-8;GLIMST-1;C11-2;IMST-1;507
BEZIMST-310;ALTGRIMST-8;GLIMST-1;C11-2;IMST-2;425
BEZIMST-310;ALTGRIMST-8;GLIMST-1;C11-2;IMST-3;210
BEZIMST-310;ALTGRIMST-8;GLIMST-1;C11-2;IMST-4;147
BEZIMST-310;ALTGRIMST-8;GLIMST-2;C11-1;IMST-1;69
BEZIMST-310;ALTGRIMST-8;GLIMST-2;C11-1;IMST-2;16
BEZIMST-310;ALTGRIMST-8;GLIMST-2;C11-1;IMST-3;34
BEZIMST-310;ALTGRIMST-8;GLIMST-2;C11-1;IMST-4;36
BEZIMST-310;ALTGRIMST-8;GLIMST-2;C11-2;IMST-1;87
BEZIMST-310;ALTGRIMST-8;GLIMST-2;C11-2;IMST-2;39
BEZIMST-310;ALTGRIMST-8;GLIMST-2;C11-2;IMST-3;46
BEZIMST-310;ALTGRIMST-8;GLIMST-2;C11-2;IMST-4;32
BEZIMST-310;ALTGRIMST-9;GLIMST-1;C11-1;IMST-1;577
BEZIMST-310;ALTGRIMST-9;GLIMST-1;C11-1;IMST-2;387
BEZIMST-310;ALTGRIMST-9;GLIMST-1;C11-1;IMST-3;157
BEZIMST-310;ALTGRIMST-9;GLIMST-1;C11-1;IMST-4;159
BEZIMST-310;ALTGRIMST-9;GLIMST-1;C11-2;IMST-1;556
BEZIMST-310;ALTGRIMST-9;GLIMST-1;C11-2;IMST-2;492
BEZIMST-310;ALTGRIMST-9;GLIMST-1;C11-2;IMST-3;202
BEZIMST-310;ALTGRIMST-9;GLIMST-1;C11-2;IMST-4;103
BEZIMST-310;ALTGRIMST-9;GLIMST-2;C11-1;IMST-1;58
BEZIMST-310;ALTGRIMST-9;GLIMST-2;C11-1;IMST-2;29
BEZIMST-310;ALTGRIMST-9;GLIMST-2;C11-1;IMST-3;20
BEZIMST-310;ALTGRIMST-9;GLIMST-2;C11-1;IMST-4;42
BEZIMST-310;ALTGRIMST-9;GLIMST-2;C11-2;IMST-1;90
BEZIMST-310;ALTGRIMST-9;GLIMST-2;C11-2;IMST-2;46
BEZIMST-310;ALTGRIMST-9;GLIMST-2;C11-2;IMST-3;30
BEZIMST-310;ALTGRIMST-9;GLIMST-2;C11-2;IMST-4;35
BEZIMST-310;ALTGRIMST-10;GLIMST-1;C11-1;IMST-1;794
BEZIMST-310;ALTGRIMST-10;GLIMST-1;C11-1;IMST-2;382
BEZIMST-310;ALTGRIMST-10;GLIMST-1;C11-1;IMST-3;176
BEZIMST-310;ALTGRIMST-10;GLIMST-1;C11-1;IMST-4;174
BEZIMST-310;ALTGRIMST-10;GLIMST-1;C11-2;IMST-1;736
BEZIMST-310;ALTGRIMST-10;GLIMST-1;C11-2;IMST-2;457
BEZIMST-310;ALTGRIMST-10;GLIMST-1;C11-2;IMST-3;175
BEZIMST-310;ALTGRIMST-10;GLIMST-1;C11-2;IMST-4;127
